계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링
신상 알려주는 계정,"누가 베라도 저당으로 좀 만들어줬으면 했는데 
라라스윗에서 나와버림..
상콤달콤한게 레인보우샤베트 그잡채 
(+애플민트도 존맛탱)",544,0,531,"['누가', '라도', '저당', '들어주다', '라라', '스윗', '나오다', '버리다', '상콤', '달콤하다', '레인보우', '샤베트', '잡채', '애플', '민트', '존맛']",1,누가 라도 저당 들어주다 라라 스윗 나오다 버리다 상콤 달콤하다 레인보우 샤베트 잡채 애플 민트 존맛,
신상 알려주는 계정,아식스 X HAY 콜라보 출시…. 색감 디자인 미친덧…,575,0,531,"['아식스', '콜라보', '출시', '색감', '디자인', '미치다']",1,아식스 콜라보 출시 색감 디자인 미치다,
신상 알려주는 계정,"여러분.... 팔도에서 비락식혜 ""제로"" 를 출시한다는 달짝지근한 소식...",1000,0,531,"['여러분', '팔도', '비락식혜', '제로', '출시', '달짝지근하다', '소식']",1,여러분 팔도 비락식혜 제로 출시 달짝지근하다 소식,
신상 알려주는 계정,"내일부터 반드시! 스타벅스 가야하는 이유...
각 지역별 1등 신메뉴를 해당 지역 매장에서만
판매한다고 함!!",1600,0,531,"['내일', '반드시', '스타벅스', '가야', '이유', '지역별', '메뉴', '해당', '지역', '매장', '에서만', '판매']",1,내일 반드시 스타벅스 가야 이유 지역별 메뉴 해당 지역 매장 에서만 판매,
신상 알려주는 계정,"k-탕후루의 시대가 제대로 왔구나....
실타래 회오리 탕후루 등장",1800,0,531,"['탕후루', '시대', '제대로', '오다', '타래', '오리', '탕후루', '등장']",1,탕후루 시대 제대로 오다 타래 오리 탕후루 등장,
신상 알려주는 계정,"춘식이 고구마 후라이 튀김을 이어 .....
4월 11일 !! 알바생 춘식이가 출시된다고 합니다
맥날 열일 칭찬해...",1200,0,531,"['추다', '식이', '고구마', '라이', '튀김', '알바생', '추다', '식이', '출시', '되다', '맥날', '칭찬']",1,추다 식이 고구마 라이 튀김 알바생 추다 식이 출시 되다 맥날 칭찬,
신상 알려주는 계정,초코에몽이 생크림빵으로 출시된다는 혈당 폭파하는 소식을 전하며....,1500,0,531,"['초코', '생크림', '출시', '되다', '혈당', '폭파', '소식', '전하']",1,초코 생크림 출시 되다 혈당 폭파 소식 전하,
신상 알려주는 계정,"일본 맥도날드 X 코난 콜라보 햄버거 출시!

대체 어떤 콜라보인가 알아봤더니...",968,0,531,"['일본', '맥도날드', '코난', '콜라보', '햄버거', '출시', '대체', '어떻다', '콜라보', '인가', '알아보다']",1,일본 맥도날드 코난 콜라보 햄버거 출시 대체 어떻다 콜라보 인가 알아보다,
신상 알려주는 계정,이 핸드크림 기억하시나요..? 에뛰드 추억의 핸드크림이 재출시 되었다고 합니다... 그때 그 감성 그대로 달달한 복숭아 향과 끈적임 없이 촉촉한 제형... 너무 감격스러움,868,0,531,"['핸드', '크림', '기억', '에뛰드', '추억', '핸드', '크림', '출시', '되어다', '그때', '감성', '그대로', '달달', '복숭아', '적임', '없이', '촉촉하다', '너무', '감격', '스럽다']",1,핸드 크림 기억 에뛰드 추억 핸드 크림 출시 되어다 그때 감성 그대로 달달 복숭아 적임 없이 촉촉하다 너무 감격 스럽다,
신상 알려주는 계정,"속눈썹 숱 많아지고 싶으면 ""롬앤 한올 래쉬 세럼""",306,0,531,"['속눈썹', '많아지다', '싶다', '롬앤']",1,속눈썹 많아지다 싶다 롬앤,
신상 알려주는 계정,이런게 취향인 사람...,269,0,531,"['이렇다', '취향', '사람']",1,이렇다 취향 사람,
신상 알려주는 계정,"이슬톡톡 빙그레 캔디바 맛 출시 ….

올 더운 여름은 이걸로 종결..아니 너무 맛있을거같아 ",689,0,531,"['이슬', '톡톡', '빙그레', '캔디바', '출시', '오다', '덥다', '여름', '종결', '아니다', '너무', '맛있다', '같다']",1,이슬 톡톡 빙그레 캔디바 출시 오다 덥다 여름 종결 아니다 너무 맛있다 같다,
신상 알려주는 계정,아침햇살 제로슈가 출시,1600,0,531,"['아침햇살', '제로', '슈가', '출시']",1,아침햇살 제로 슈가 출시,
신상 알려주는 계정,"산리오 미니 필름 카메라 구매처!
시나모롤 너무 귀엽....
http://m.site.naver.com/12EXO",669,0,531,"['산리오', '미니', '필름', '카메라', '시나', '너무', '귀엽다']",1,산리오 미니 필름 카메라 시나 너무 귀엽다,
신상 알려주는 계정,맥날 라즈베리 크림치즈 파이가 재출시 했다는 달콤산뜻한 소식 전해드리며...,803,0,531,"['맥날', '라즈베리', '크림', '치즈', '파이', '출시', '달콤', '산뜻하다', '소식', '해드리다']",1,맥날 라즈베리 크림 치즈 파이 출시 달콤 산뜻하다 소식 해드리다,
신상 알려주는 계정,"평양냉면 진짜 찐 맛집중에 하나인 을밀대에서

컵평양냉면 >> 을 출시 했다고 ... 미친거임 이건

출처 : 오늘 뭐 먹지 ?",1000,0,531,"['평양', '냉면', '진짜', '찌다', '맛집', '하나', '을밀대', '평양', '냉면', '출시', '미치다', '이건', '출처', '오늘', '먹다']",1,평양 냉면 진짜 찌다 맛집 하나 을밀대 평양 냉면 출시 미치다 이건 출처 오늘 먹다,
신상 알려주는 계정,"GS25 편의점 신상 황치즈 롱쿠키슈....
뽀또 좋아하시는분들..제발 드셔주세요 입에 쫙쫩지대루 감깁니다...

출처 : 오늘 뭐 먹지 ?",539,0,531,"['편의점', '신상', '치즈', '쿠키', '슈뽀', '좋아하다', '제발', '들다', '쫙쫩', '대루', '기다', '출처', '오늘', '먹다']",1,편의점 신상 치즈 쿠키 슈뽀 좋아하다 제발 들다 쫙쫩 대루 기다 출처 오늘 먹다,
신상 알려주는 계정,"최근 출시 된 농심 신상 '푸팟퐁구리'

매운카레와 코코넛 밀크, 게맛살 건더기..",1000,0,531,"['최근', '출시', '되다', '농심', '신상', '푸다', '팟퐁', '구리', '맵다', '카레', '코코넛', '밀크', '게맛살', '건더기']",1,최근 출시 되다 농심 신상 푸다 팟퐁 구리 맵다 카레 코코넛 밀크 게맛살 건더기,
신상 알려주는 계정,"와플대학 신상 

솜사탕 젤라또 + 팝핑캔디 + 와플
애플시나몬젤라또와플&컵",1100,0,531,"['와플', '대학', '신상', '솜사탕', '젤라또', '팝핑', '캔디', '와플', '애플', '시나몬', '젤라또', '와플']",1,와플 대학 신상 솜사탕 젤라또 팝핑 캔디 와플 애플 시나몬 젤라또 와플,
신상 알려주는 계정,드디어 농심 너구리 ‘마라’ 시리즈 등장,620,0,531,"['드디어', '농심', '너구리', '마르다', '시리즈', '등장']",1,드디어 농심 너구리 마르다 시리즈 등장,
신상 알려주는 계정,"스타벅스 블랙글레이즈드라떼 
30일에 재출시 되었으니 꼭 드시길... 
스벅 라떼 역사에 최고봉이라 자부가능",565,0,531,"['스타벅스', '블랙', '글레이', '라떼', '출시', '되어다', '들다', '스벅', '라떼', '역사', '최고봉', '이라', '자부', '가능']",1,스타벅스 블랙 글레이 라떼 출시 되어다 들다 스벅 라떼 역사 최고봉 이라 자부 가능,
신상 알려주는 계정,내일 재출시한다는 설빙 스윗캔디구슬 설빙 !!!!,814,0,531,"['내일', '출시', '설빙', '스윗', '캔디', '구슬', '설빙']",1,내일 출시 설빙 스윗 캔디 구슬 설빙,
신상 알려주는 계정,"GS25 편의점에 유전자 검사 키트 출시....
타액 검사를 통해 아주 간편하게 확인 할 수 있다고함!!",1100,0,531,"['편의점', '유전자', '검사', '키트', '출시', '타액', '검사', '통해', '아주', '간편하다', '확인']",1,편의점 유전자 검사 키트 출시 타액 검사 통해 아주 간편하다 확인,
신상 알려주는 계정,"엔제리너스 x 코젤 콜라보
흑맥주 커피 출시 
8월~10월 31일 까지 한정판매고
코젤다크가 지인짜 맛있다고함 
너무 궁금하다 너무....",1000,0,531,"['엔제리너스', '코젤', '콜라보', '맥주', '커피', '출시', '월월', '한정판', '매다', '코젤', '다크', '맛있다', '너무', '궁금하다', '너무']",1,엔제리너스 코젤 콜라보 맥주 커피 출시 월월 한정판 매다 코젤 다크 맛있다 너무 궁금하다 너무,
신상 알려주는 계정,"편의점 신상 연세우유 쿠키앤생크림컵 

빵 재질 매우 폭신함 생크림 싼마이 맛 안나고 맛있음 쿠앤크칩 쿠키들 달짝지근하니 맛있음 가격 4200원",661,0,531,"['편의점', '신상', '연세', '우유', '쿠키', '생크림', '재질', '매우', '생크림', '싼마이', '안나', '맛있다', '쿠앤크칩', '쿠키', '달짝지근하다', '맛있다', '가격']",1,편의점 신상 연세 우유 쿠키 생크림 재질 매우 생크림 싼마이 안나 맛있다 쿠앤크칩 쿠키 달짝지근하다 맛있다 가격,
𝑺𝑾𝑰𝑰𝑵𝑮,스카프 이렇게 하는 게 제일 귀엽고 쉬워 보여서 따라 하려고 저장해둠,22000,0,2.7만,"['스카프', '이렇게', '제일', '귀엽다', '쉽다', '따르다', '저장', '두다']",0,스카프 이렇게 제일 귀엽다 쉽다 따르다 저장 두다,
𝑺𝑾𝑰𝑰𝑵𝑮,"클로버에 환장하는 건 어찌 아시고,, 당장구매",8300,0,2.7만,"['클로버', '환장하다', '어찌', '아시', '당장', '구매']",0,클로버 환장하다 어찌 아시 당장 구매,
𝑺𝑾𝑰𝑰𝑵𝑮,여행 다이어리 이렇게 꽉꽉 채워서 쓰는 것도 좋다,12000,0,2.7만,"['여행', '다이어리', '이렇게', '꽉꽉', '채우다', '쓰다', '좋다']",0,여행 다이어리 이렇게 꽉꽉 채우다 쓰다 좋다,
𝑺𝑾𝑰𝑰𝑵𝑮,이거 뭐야•• 완전 수박이잖아••,4900,0,2.7만,"['완전', '수박', '잖다']",0,완전 수박 잖다,
𝑺𝑾𝑰𝑰𝑵𝑮,니트랑 가디건이 많기 때문에 이 팔찌를 사겠습니다,3200,0,2.7만,"['니트', '가디건', '많다', '때문', '팔찌', '사다']",0,니트 가디건 많다 때문 팔찌 사다,
𝑺𝑾𝑰𝑰𝑵𝑮,이게 성인용이라니.. 이거 입고 자면 개꿀잠 잘 수 잇을 것 같음,16000,0,2.7만,"['인용', '이라니', '입다', '자다', '꿀잠', '자다', '잇다', '같다']",0,인용 이라니 입다 자다 꿀잠 자다 잇다 같다,
𝑺𝑾𝑰𝑰𝑵𝑮,나도 앞으로 이렇게 여행 다이어리 써야지..,9000,0,2.7만,"['나다', '이렇게', '여행', '다이어리', '써다']",0,나다 이렇게 여행 다이어리 써다,
𝑺𝑾𝑰𝑰𝑵𝑮,이렇게 뚱쭝한 강아지 인형은 초면인데..,9600,0,2.7만,"['이렇게', '뚱쭝', '강아지', '인형', '초면']",0,이렇게 뚱쭝 강아지 인형 초면,
𝑺𝑾𝑰𝑰𝑵𝑮,오늘도 반팔에 가디건 걸치고 나왔는데 이 방법으로 함 묶어볼라고여,5100,0,2.7만,"['오늘', '가디건', '치고', '나오다', '방법', '묶다', '볼라', '고여']",0,오늘 가디건 치고 나오다 방법 묶다 볼라 고여,
𝑺𝑾𝑰𝑰𝑵𝑮,자는 내내 코 시릴 것 같은데 뷰가 너무 멋지니까••,9300,0,2.7만,"['자다', '내내', '시리다', '같다', '너무', '멋지다']",0,자다 내내 시리다 같다 너무 멋지다,
𝑺𝑾𝑰𝑰𝑵𝑮,"쪄죽어도 긴바지만 입는 사람의.. 여름 바지 장바구니

푸슝으로 요청 받아서 제가 여름에 정말 잘 입고 다니는 바지들도 추천해보겠습니다••",4400,0,2.7만,"['찌다', '죽다', '기다', '바지', '입다', '사람', '여름', '바지', '장바구니', '푸다', '요청', '받다', '여름', '정말', '자다', '입다', '다니다', '바지', '추천', '해보다']",0,찌다 죽다 기다 바지 입다 사람 여름 바지 장바구니 푸다 요청 받다 여름 정말 자다 입다 다니다 바지 추천 해보다,
𝑺𝑾𝑰𝑰𝑵𝑮,아!!!!!!!!!!!!!!!!!!!!!!!!! 이게 바로 제가 찾던 다이어리라고요,3700,0,2.7만,"['바로', '찾다', '다이어리', '고요']",0,바로 찾다 다이어리 고요,
𝑺𝑾𝑰𝑰𝑵𝑮,불가사리 네일 짱이찌,2700,0,2.7만,"['불가사리', '네일']",0,불가사리 네일,
𝑺𝑾𝑰𝑰𝑵𝑮,특이사항 : 올라가 있는 입꼬리,10000,0,2.7만,"['특이', '사항', '올라가다', '꼬리']",0,특이 사항 올라가다 꼬리,
𝑺𝑾𝑰𝑰𝑵𝑮,메론빵이 생각나는 귀요운 색감..,5300,0,2.7만,"['메론빵', '생각나다', '색감']",0,메론빵 생각나다 색감,
𝑺𝑾𝑰𝑰𝑵𝑮,"보부상 가방 추천
익명님 봐주세요••
10만원 이내
마뗑킴
생긴대로
Fitb",5300,0,2.7만,"['보부상', '가방', '추천', '익명', '보다', '만원', '뗑킴', '생기다']",0,보부상 가방 추천 익명 보다 만원 뗑킴 생기다,
𝑺𝑾𝑰𝑰𝑵𝑮,창밖으로 보이는 풍경이 예술이다••,6600,0,2.7만,"['창밖', '보이다', '풍경', '예술']",0,창밖 보이다 풍경 예술,
𝑺𝑾𝑰𝑰𝑵𝑮,코트 입을 때 따라해봐야지,5200,0,2.7만,"['코트', '따르다', '해보다']",0,코트 따르다 해보다,
𝑺𝑾𝑰𝑰𝑵𝑮,"헉•• 넘귀
여름의 맛",5400,0,2.7만,"['넘다', '여름']",0,넘다 여름,
𝑺𝑾𝑰𝑰𝑵𝑮,아니 이 아크네 로고가 너무 귀여운데?..,3300,0,2.7만,"['아니다', '아크네', '로고', '너무', '귀엽다']",0,아니다 아크네 로고 너무 귀엽다,
𝑺𝑾𝑰𝑰𝑵𝑮,돌고래를 타고 있는 태닝 키티 하나만을 위해 하와이에 가고 싶다면,9000,0,2.7만,"['돌고래', '타고', '태닝', '키티', '하나', '만을', '위해', '하와이', '가다', '싶다']",0,돌고래 타고 태닝 키티 하나 만을 위해 하와이 가다 싶다,
𝑺𝑾𝑰𝑰𝑵𝑮,"햇빛 알레르기 이슈로 여름에 긴팔을 입을 수밖에 없는 인간의.. 여름 아우터 장바구니..

여름에 입기 좋은 얇은 가디건이랑 바람막이",4600,0,2.7만,"['햇빛', '알레르기', '이슈', '여름', '기다', '밖에', '없다', '인간', '여름', '아우', '장바구니', '여름', '입다', '좋다', '얇다', '가디건', '이랑', '바람막이']",0,햇빛 알레르기 이슈 여름 기다 밖에 없다 인간 여름 아우 장바구니 여름 입다 좋다 얇다 가디건 이랑 바람막이,
𝑺𝑾𝑰𝑰𝑵𝑮,진짜 귀엽지..,6800,0,2.7만,"['진짜', '귀엽다']",0,진짜 귀엽다,
𝑺𝑾𝑰𝑰𝑵𝑮,"오늘 리스트에서 이 바지 샀는데.. 찰랑찰랑한 핏이 진짜 예뻐요 추천합니다•• 최애 바지 등극함
리스트 - 백 플랩 핀턱 와이드 팬츠",3500,0,2.7만,"['오늘', '리스트', '바지', '사다', '찰랑찰랑', '진짜', '예쁘다', '추천', '최애', '바지', '리스트', '플랩', '핀턱', '와이드', '팬츠']",0,오늘 리스트 바지 사다 찰랑찰랑 진짜 예쁘다 추천 최애 바지 리스트 플랩 핀턱 와이드 팬츠,
