계정 이름,트윗 내용,리포스트 수,답글 제한 여부,작성한 포스트 수,전처리된 트윗,라벨링,전처리된 트윗_문자열,예측된_라벨링,0,1,ID
zzle,"정보) 여드름개기름 지성피부 트친님들에 알립니다. 
지금 여시에서 바노바기 피포뮬러 후기 간증글 터졌고, 후기마다 좋다고 광광대는데 물론 그 중 하나가 본인이겠쬬ㅋ
좋은건 널리 퍼뜨리라는 어머니의 말씀을 따라 공유드립니다.",6,0,626,"['정보', '여드름', '기름', '지성', '피부', '트친', '들다', '알리다', '지금', '노바', '피포', '뮬러', '후기', '간증', '터지다', '후기', '마다', '좋다', '광광', '대다', '물론', '하나', '본인', '이겠다', '좋다', '널리', '퍼뜨리', '라는', '어머니', '말씀', '따르다', '공유', '드리다']",1,정보 여드름 기름 지성 피부 트친 들다 알리다 지금 노바 피포 뮬러 후기 간증 터지다 후기 마다 좋다 광광 대다 물론 하나 본인 이겠다 좋다 널리 퍼뜨리 라는 어머니 말씀 따르다 공유 드리다,1,939,939,@d1azz1e_
zzle,"https://jamietshop.co.kr/product/detail.html?product_no=173&utm_source=twitter&utm_medium=viral&utm_campaign=0109&utm_content=story&cafe_mkt=ue_T_240109_butea…
비유티라고 우엉+밀 으로 만들어진 그 어떤 화학물,향료,설탕,카페인 등등 아무것도 안들어간 티백인데 꼬소한게 맛도 좋고 몸에도 좋다해서 맨날 타먹는중",1,0,626,"['비유', '우엉', '만들어지다', '어떻다', '화학물', '향료', '설탕', '카페인', '등등', '아무', '들어가다', '티백', '꼬소한', '좋다', '에도', '좋다', '다해', '맨날', '먹다']",1,비유 우엉 만들어지다 어떻다 화학물 향료 설탕 카페인 등등 아무 들어가다 티백 꼬소한 좋다 에도 좋다 다해 맨날 먹다,1,939,939,@d1azz1e_
zzle,"이거 요즘 점심시간에 읽는중..벌써 반이나 읽었어ㅁㅊ
나오자마자 난리난 이유가 있었음...진짜 개재밌어..",231,0,626,"['요즘', '점심시간', '읽다', '벌써', '이나', '읽다', '나오다', '난리', '이유', '진짜', '재밌다']",0,요즘 점심시간 읽다 벌써 이나 읽다 나오다 난리 이유 진짜 재밌다,0,939,939,@d1azz1e_
zzle,가성비에 올인한 사람들의 '그럴바에 이거산다' 시리즈,211,0,626,"['가성', '올인', '사람', '그렇다', '산다', '시리즈']",0,가성 올인 사람 그렇다 산다 시리즈,0,939,939,@d1azz1e_
zzle,"아니 유튜브 보다가 롯데리아 광고 나와서 보는데 지올팍 뭐임? 완전 넋 놓고 봄… 죨 완전 천재아니냐..
나 첨엔 지올팍 신곡 뮤비인줄 알았는데 AI가 새우버거를 인식해서 만든 버거뮤직이래..
퀄리티 진짜 대박임",34,0,626,"['아니다', '유튜브', '보다', '롯데리아', '광고', '나오다', '보다', '뭐임', '완전', '놓다', '완전', '천재', '아니다', '신곡', '뮤비', '알다', '가다', '새우', '버거', '인식', '만들다', '버거', '뮤직', '이래', '퀄리티', '진짜', '대박']",0,아니다 유튜브 보다 롯데리아 광고 나오다 보다 뭐임 완전 놓다 완전 천재 아니다 신곡 뮤비 알다 가다 새우 버거 인식 만들다 버거 뮤직 이래 퀄리티 진짜 대박,0,939,939,@d1azz1e_
zizon,와ㅁㅊ 다이소한테 또 반한다 5000원에 기모 들어간 조거 팬츠랑 스트레이트 트레이닝 팬츠도 말아준다 이거 기미상궁 해 보고 리뷰 남길게요 맨투맨도 있는데 일단 팬츠가 끌림,412,0,"8,698","['오다', '다이소', '한테', '반하다', '기모', '들어가다', '조거', '팬츠', '스트레이트', '트레이닝', '팬츠', '주다', '기미', '상궁', '보고', '리뷰', '남다', '투맨', '일단', '팬츠', '끌리다']",1,오다 다이소 한테 반하다 기모 들어가다 조거 팬츠 스트레이트 트레이닝 팬츠 주다 기미 상궁 보고 리뷰 남다 투맨 일단 팬츠 끌리다,1,939,939,@v2nc0uver
zizon,센카 드디어 다이소에 재고 풀려서 입점됐다… 매장 픽업 전용인 거 보니 웬만한 매장에 다 풀리려는 건가 봐요 올리브영 40g 3700원 다이소 50g 3000원,211,0,"8,698","['세다', '드디어', '다이소', '재고', '풀다', '입점', '돼다', '매장', '픽업', '전용', '보다', '웬만하다', '매장', '풀리다', '건가', '보다', '올리브영', '다이소']",1,세다 드디어 다이소 재고 풀다 입점 돼다 매장 픽업 전용 보다 웬만하다 매장 풀리다 건가 보다 올리브영 다이소,1,939,939,@v2nc0uver
zizon,진짜 피부 개.고급져 보이는 표현 방법(+광) + 지속력도 오래 가는 꿀팁 미샤 스킨밤 바르는 날에는 다른 스킨케어 좀 줄이고 스킨밤 바르는 편 유분 많이 나오는 부위 피해서 스킨밤 발라 주면 됩니다 요즘 코에는 베네피트 프라이머 써 줌,223,0,"8,698","['진짜', '피부', '고급', '지다', '보이다', '표현', '방법', '지속', '오래', '가다', '꿀팁', '미샤', '스킨', '바르다', '에는', '다른', '스킨', '케어', '스킨', '바르다', '많이', '나오다', '부위', '피해', '스킨', '발라', '주다', '되다', '요즘', '에는', '베다', '피트', '프라이머', '써다']",1,진짜 피부 고급 지다 보이다 표현 방법 지속 오래 가다 꿀팁 미샤 스킨 바르다 에는 다른 스킨 케어 스킨 바르다 많이 나오다 부위 피해 스킨 발라 주다 되다 요즘 에는 베다 피트 프라이머 써다,1,939,939,@v2nc0uver
zizon,에스쁘아 연남 찾다가 알게 된 건데 3만원(아이브로우 포함)에 사람 얼굴에 맞는 퍼스널 메이크업 컨실팅 해 주시고 직접 메이크업도 해 주시는 서비스가 있네요 리뷰도 전부 너무너무 좋음!!! 전부 세세하게 컨설팅 해 주시는 것 같은데 3만원이라니 ㅁㅊ어 단점은 예약이 진짜 빡센 것 같다,3900,0,"8,698","['에스쁘', '연남', '찾다', '되다', '건데', '만원', '아이브', '로우', '포함', '사람', '얼굴', '맞다', '퍼스', '메이크업', '컨실팅', '주시', '직접', '메이크업', '주시', '서비스', '리뷰', '전부', '너무', '너무', '좋다', '전부', '세다', '컨설팅', '주시', '같다', '만원', '이라니', '단점', '예약', '진짜', '빡센', '같다']",1,에스쁘 연남 찾다 되다 건데 만원 아이브 로우 포함 사람 얼굴 맞다 퍼스 메이크업 컨실팅 주시 직접 메이크업 주시 서비스 리뷰 전부 너무 너무 좋다 전부 세다 컨설팅 주시 같다 만원 이라니 단점 예약 진짜 빡센 같다,1,939,939,@v2nc0uver
zizon,"겨울 쿠션 또 추천 ~.~ 복합성 수부지한테는 진짜 클리오 킬커버 메쉬 글로우 들이라고 하고 싶음 작년 겨울에 비글로우 추천했는데 다크닝이 확 느껴짐 이슈로 이별해서••• 클리오 킬커버 강추 하고 싶네요 힌스 메쉬 매트, 에스쁘아 비내추럴도 ㄱㅊ 좀 더 촉촉한 게 좋다 -> 네이밍 레이어드핏",606,0,"8,698","['겨울', '쿠션', '추천', '복합', '부지', '한테', '늘다', '진짜', '클리오', '커버', '메쉬', '로우', '들이다', '싶다', '작년', '겨울', '비글', '로우', '추천', '다크닝', '느껴지다', '이슈', '이별', '클리오', '커버', '강추', '싶다', '힌스', '메쉬', '매트', '에스쁘', '내추럴', '촉촉하다', '좋다', '레이어', '드핏']",1,겨울 쿠션 추천 복합 부지 한테 늘다 진짜 클리오 커버 메쉬 로우 들이다 싶다 작년 겨울 비글 로우 추천 다크닝 느껴지다 이슈 이별 클리오 커버 강추 싶다 힌스 메쉬 매트 에스쁘 내추럴 촉촉하다 좋다 레이어 드핏,1,939,939,@v2nc0uver
zizon,신라면 툼바 컵라면 버전은 안 먹어봣고 마트에서 봉지라면 시식 아까 또 하고 구매 ㅈㅉ 전 제취향이엇어서 사옴 쫌전에 떵개햇는데 개맛있음 꼭 봉지라면으로도 드셔 보시길…,273,0,"8,698","['신라면', '툼바', '컵라면', '버전', '먹어봣', '마트', '봉지', '라면', '시식', '아깝다', '구매', '취향', '엇어', '사오다', '쫌전', '늘다', '개맛', '봉지', '라면', '으로도', '들다', '보다']",1,신라면 툼바 컵라면 버전 먹어봣 마트 봉지 라면 시식 아깝다 구매 취향 엇어 사오다 쫌전 늘다 개맛 봉지 라면 으로도 들다 보다,1,939,939,@v2nc0uver
zizon,"다이소 브러쉬 중에 진짜 유명한 핑크팝 브러쉬는 원래도 소문 많이 났고 아이라이너 풀기, 애교 그림자, 아이브로우 그리기 등 여러 용도로 짱인 애고요… 가운데 쟤도 가격 몇 배인 제품이랑 모양 비슷한데 퀄리티 그닥 안 떨어진다는 생각 들 정도로 좋아요 딱 가격 대비 성능만 따지면 두 개 강추",441,0,"8,698","['다이소', '브러쉬', '진짜', '유명하다', '핑크', '브러쉬', '원래', '소문', '많이', '나다', '아이라이너', '풀기', '애교', '그림자', '아이브', '로우', '그리기', '여러', '용도', '고요', '가운데', '가격', '제품', '이랑', '모양', '비슷하다', '퀄리티', '그닥', '떨어지다', '생각', '들다', '정도', '좋다', '가격', '대비', '성능', '따다', '강추']",1,다이소 브러쉬 진짜 유명하다 핑크 브러쉬 원래 소문 많이 나다 아이라이너 풀기 애교 그림자 아이브 로우 그리기 여러 용도 고요 가운데 가격 제품 이랑 모양 비슷하다 퀄리티 그닥 떨어지다 생각 들다 정도 좋다 가격 대비 성능 따다 강추,1,939,939,@v2nc0uver
zizon,지금까지 다른 패밀리세일은 다 구라엿다 릴리바이레드 패밀리세일 미쳣어 유통기한 짧은 것도 많은데 넉넉한 것도 꽤 많아요 확인은 꼭 하고 사시길 바람 화장품을 ㄹㅇ 다이소 가격에 말아주는데,4600,0,"8,698","['지금', '다른', '패밀리', '구라', '릴리', '바이', '레드', '패밀리', '미쳣어', '유통', '기한', '짧다', '많다', '넉넉하다', '많다', '확인', '사다', '바람', '화장품', '다이소', '가격', '말다']",1,지금 다른 패밀리 구라 릴리 바이 레드 패밀리 미쳣어 유통 기한 짧다 많다 넉넉하다 많다 확인 사다 바람 화장품 다이소 가격 말다,1,939,939,@v2nc0uver
zizon,립팟 다섯 개 다 사도 15000원 -> 최종미친기개 올영 립팟들 개당 원가 1만원 후반대-2만원대의 블러 제형 팟이 쏟아지는 상황 속에서 3000원이라니 예전 다이소 화장품들이랑 가격대도 달라진 거 없는데 유튜브에서도 ㅈㄴ 욕먹던 퀄리티에서 이렇게 미친 퀄리티로 올려놓는게**,74,0,"8,698","['립팟', '다섯', '사도', '최종', '미치다', '기개', '립팟들', '개다', '원가', '만원', '후반', '대만원', '대의', '블러', '쏟아지다', '상황', '이라니', '예전', '다이소', '화장품', '이랑', '가격', '대도', '달라지다', '없다', '유튜브', '에서도', '욕먹다', '퀄리티', '이렇게', '미치다', '퀄리티', '올려놓다']",1,립팟 다섯 사도 최종 미치다 기개 립팟들 개다 원가 만원 후반 대만원 대의 블러 쏟아지다 상황 이라니 예전 다이소 화장품 이랑 가격 대도 달라지다 없다 유튜브 에서도 욕먹다 퀄리티 이렇게 미치다 퀄리티 올려놓다,1,939,939,@v2nc0uver
zizon,삐아가 진짜미쳣어요 트임 펜슬 그림자 펜슬 살 기회다 제가 예전부터 추천했던 삐아 애교 그림자 템들이랑 투크 대체템으로 찾아온 삐아 트임템!!! 개고트한 가격 무신사에서 개당 거의 5000원에 구매 가능 저한테 두 개 만원으로 떠요,1400,0,"8,698","['아가', '짜미', '트이다', '펜슬', '그림자', '펜슬', '기회', '예전', '추천', '애교', '그림자', '이랑', '크다', '대체', '찾아오다', '트이다', '고트', '가격', '무신', '개다', '거의', '구매', '가능', '한테', '만원', '뜨다']",1,아가 짜미 트이다 펜슬 그림자 펜슬 기회 예전 추천 애교 그림자 이랑 크다 대체 찾아오다 트이다 고트 가격 무신 개다 거의 구매 가능 한테 만원 뜨다,1,939,939,@v2nc0uver
zizon,와 이런 브랜드가 진짜 더더 잘 돼야 함 유방암 자가진단 키트 캠페인부터 문화유산 바자회 참여 자립 준비 청년 & 청년 리더 양성 프로젝트 장애인 요양원 및 유기동물한테도 도움을 줄 수 있는 캠페인 지속적으로 하고 있다고 하네요,5600,0,"8,698","['오다', '이렇다', '브랜드', '진짜', '더더', '자다', '돼다', '유방암', '자가진단', '키트', '캠페인', '문화유산', '바자회', '참여', '자립', '준비', '청년', '청년', '리더', '양성', '프로젝트', '장애인', '요양원', '유기동물', '한테', '도움', '캠페인', '지속']",1,오다 이렇다 브랜드 진짜 더더 자다 돼다 유방암 자가진단 키트 캠페인 문화유산 바자회 참여 자립 준비 청년 청년 리더 양성 프로젝트 장애인 요양원 유기동물 한테 도움 캠페인 지속,1,939,939,@v2nc0uver
zizon,헤라 쿠션 지금입니다 제발 지금입니다 백화점 쿠션이 본품 + 리필 해서 4만원대임 이거 퀄리티 진짜 개고트한 쿠션이에요 헤라 실키스테이 -> 매번 말하는 최고의 매트 파데. 무신사가 뷰티 30% 쿠폰 최대 2만원 할인이라는 미친 쿠폰을 말아줌,2800,0,"8,698","['헤라', '쿠션', '지금', '제발', '지금', '백화점', '쿠션', '리필', '퀄리티', '진짜', '고트', '쿠션', '이에요', '헤라', '키스', '테이', '매번', '최고', '매트', '파다', '무신', '사가', '뷰티', '쿠폰', '최대', '만원', '할인', '미치다', '쿠폰']",1,헤라 쿠션 지금 제발 지금 백화점 쿠션 리필 퀄리티 진짜 고트 쿠션 이에요 헤라 키스 테이 매번 최고 매트 파다 무신 사가 뷰티 쿠폰 최대 만원 할인 미치다 쿠폰,1,939,939,@v2nc0uver
zizon,보다나 패밀리세일 크게 기대 안 했는데 생각보다 가격 너무 꽤괜이라 놀람 고데기랑 드라이기 사야겟어 기본 판고데기 4만원 물결고데기 3만원 드라이기 (거의)4만원,7500,0,"8,698","['보다', '패밀리', '크게', '기대', '생각', '보다', '가격', '너무', '꽤괜', '이라', '놀람', '곱다', '드라이기', '사다', '기본', '파다', '만원', '물결', '곱다', '만원', '드라이기', '거의', '만원']",1,보다 패밀리 크게 기대 생각 보다 가격 너무 꽤괜 이라 놀람 곱다 드라이기 사다 기본 파다 만원 물결 곱다 만원 드라이기 거의 만원,1,939,939,@v2nc0uver
zizon,로레알 헤어 오일 요즘 많이 뜨길래 진짜!!! 강추합니다 세일하면 1만원대 + 모델이 얼굴 과시 ㅁㅊ음 제품력도 제품력인데(일단 보태니컬 쟤는 떡이 1나도 안 졋어요) 향이 미친놈입니다 전 보태니컬 작년에 개잘쓴템 머릿결도 개좋아짐!!! 전체적으로 향이 좋아요… 신상 체리우드도 향이 미쳣음,2600,0,"8,698","['로레알', '헤어', '오일', '요즘', '많이', '뜨다', '진짜', '추하다', '만원', '모델', '얼굴', '과시', '제품', '제품', '일단', '보태', '나다', '졋어', '미치다', '보태', '작년', '잘쓰다', '머릿결', '좋아지다', '전체', '좋다', '신상', '체리', '우드', '미쳣음']",1,로레알 헤어 오일 요즘 많이 뜨다 진짜 추하다 만원 모델 얼굴 과시 제품 제품 일단 보태 나다 졋어 미치다 보태 작년 잘쓰다 머릿결 좋아지다 전체 좋다 신상 체리 우드 미쳣음,1,939,939,@v2nc0uver
zizon,다이소 기초 제품은 흠 다른 기초템은 막 최고다는 없엇고 여드름 관리템 -> 이건 진짜 전체적으로 효과 좋았음 (모낭염이면당장병원으로) 갓.이.소 3-5000원에 미친 걸 말아줌 CNP 스팟 카밍 젤(원트) 어퓨 더퓨어 티트리 스팟 마데카21 수딩 스팟 젤 해서린 스팟 클리어 젤 에이솔루션 칼라민 스팟,5400,0,"8,698","['다이소', '기초', '제품', '다른', '기초', '최고다', '없다', '곱다', '여드름', '관리', '이건', '진짜', '전체', '효과', '좋다', '모낭', '장병', '미치다', '스팟', '카밍', '젤원트', '어퓨', '퓨어', '트리', '스팟', '데카', '수딩', '스팟', '서린', '스팟', '클리어', '에이', '솔루션', '칼라', '스팟']",1,다이소 기초 제품 다른 기초 최고다 없다 곱다 여드름 관리 이건 진짜 전체 효과 좋다 모낭 장병 미치다 스팟 카밍 젤원트 어퓨 퓨어 트리 스팟 데카 수딩 스팟 서린 스팟 클리어 에이 솔루션 칼라 스팟,1,939,939,@v2nc0uver
